Pcp_File_Version=4
3
1  0.000000e+000  1.000000e+000  1.000000e+000
2 -6.000000e+000  8.000000e+000  8.000000e+000
3 -1.000000e+002  8.000000e+001  1.000000e+000
81    0    0    1 x         h      Mat  Lay      Beta           Axz            Bxz            Dxz          Temp          Conc
    1    0.000000e+00   -1.363466e+02   1   1    0.000000e+00    1.000000e+00    1.000000e+00    1.000000e+00
    2   -4.270000e-02   -1.363466e+02   1   1    0.000000e+00    1.000000e+00    1.000000e+00    1.000000e+00
    3   -9.550000e-02   -1.363466e+02   1   1    0.000000e+00    1.000000e+00    1.000000e+00    1.000000e+00
    4   -1.580000e-01   -1.363466e+02   1   1    0.000000e+00    1.000000e+00    1.000000e+00    1.000000e+00
    5   -2.310000e-01   -1.363466e+02   1   1    0.000000e+00    1.000000e+00    1.000000e+00    1.000000e+00
    6   -3.140000e-01   -1.363466e+02   1   1    0.000000e+00    1.000000e+00    1.000000e+00    1.000000e+00
    7   -4.070000e-01   -1.363466e+02   1   1    0.000000e+00    1.000000e+00    1.000000e+00    1.000000e+00
    8   -5.100000e-01   -1.363466e+02   1   1    0.000000e+00    1.000000e+00    1.000000e+00    1.000000e+00
    9   -6.230000e-01   -1.363466e+02   1   1    0.000000e+00    1.000000e+00    1.000000e+00    1.000000e+00
   10   -7.460000e-01   -1.363466e+02   1   1    0.000000e+00    1.000000e+00    1.000000e+00    1.000000e+00
   11   -8.800000e-01   -1.363466e+02   1   1    0.000000e+00    1.000000e+00    1.000000e+00    1.000000e+00
   12   -1.020000e+00   -1.363466e+02   1   1    0.000000e+00    1.000000e+00    1.000000e+00    1.000000e+00
   13   -1.180000e+00   -1.363466e+02   1   1    0.000000e+00    1.000000e+00    1.000000e+00    1.000000e+00
   14   -1.340000e+00   -1.363466e+02   1   1    0.000000e+00    1.000000e+00    1.000000e+00    1.000000e+00
   15   -1.510000e+00   -1.363466e+02   1   1    0.000000e+00    1.000000e+00    1.000000e+00    1.000000e+00
   16   -1.700000e+00   -1.363466e+02   1   1    0.000000e+00    1.000000e+00    1.000000e+00    1.000000e+00
   17   -1.890000e+00   -1.363466e+02   1   1    0.000000e+00    1.000000e+00    1.000000e+00    1.000000e+00
   18   -2.090000e+00   -1.363466e+02   1   1    0.000000e+00    1.000000e+00    1.000000e+00    1.000000e+00
   19   -2.310000e+00   -1.363466e+02   1   1    0.000000e+00    1.000000e+00    1.000000e+00    1.000000e+00
   20   -2.530000e+00   -1.363466e+02   1   1    0.000000e+00    1.000000e+00    1.000000e+00    1.000000e+00
   21   -2.760000e+00   -1.363466e+02   1   1    0.000000e+00    1.000000e+00    1.000000e+00    1.000000e+00
   22   -3.010000e+00   -1.363466e+02   1   1    0.000000e+00    1.000000e+00    1.000000e+00    1.000000e+00
   23   -3.260000e+00   -1.363466e+02   1   1    0.000000e+00    1.000000e+00    1.000000e+00    1.000000e+00
   24   -3.530000e+00   -1.363466e+02   1   1    0.000000e+00    1.000000e+00    1.000000e+00    1.000000e+00
