0	0.025260547	0.200072951	0.1605595	0.06454
0.166111111	0.022038927	0.222856466	0.166613151	0.08932
0.333888889	0.034778209	0.255277045	0.173921595	0.06745
0.500277778	0.03545621	0.267821741	0.141453875	0.05678
0.666388889	0.049569576	0.285182239	0.156551545	0.04748
0.832777778	0.028284271	0.348651934	0.126180804	0.05454
1.000555556	0.037289089	0.396863271	0.088044493	0.26096
1.166666667	0.04	0.412473032	0.083609304	0.25518
1.333055556	0.062335498	0.510560636	0.083678303	0.35891
3.166666667	0.051639778	0.503278072	0.083790444	0.41034
3.666944444	0.039641248	0.467650584	0.077559111	0.43741
3.833333333	0.034226139	0.411964602	0.089964136	0.42406
3.999444444	0.041288762	0.332506678	0.083081916	0.31699
4.167222222	0.03101459	0.238760244	0.094295773	0.25019
4.333611111	0.024688536	0.223947786	0.096948937	0.28498
4.5	0.03101459	0.263729632	0.092435859	0.31995
4.666111111	0.022466907	0.220731505	0.103827211	0.21521
4.833888889	0.025634798	0.208645905	0.100357949	0.14881
5.000277778	0.017182494	0.179642859	0.135577381	0.12548
5.166388889	0.018771813	0.195795888	0.110949312	0.08601
5.332777778	0.022677868	0.182216328	0.204569487	0.08708
5.500555556	0.05173191	0.214782786	0.198437707	0.08675
5.666666667	0.026547352	0.230590054	0.185330914	0.06991
5.833055556	0.033523268	0.237024171	0.144041513	0.06889
5.999444444	0.024102954	0.23756667	0.147448533	0.06112
6.167222222	0.028949875	0.289100329	0.125323894	0.05993
6.333333333	0.030705979	0.322347178	0.132971457	0.05581
6.499722222	0.028619008	0.331261506	0.112996771	0.09702
6.666111111	0.034503278	0.342178684	0.098902149	0.21344
6.833611111	0.039036003	0.467644928	0.085991613	0.2416
7	0.036253079	0.561811708	0.087081078	0.34545
7.166388889	0.038544964	0.419131754	0.073643756	0.33708
7.334166667	0.045565233	0.403146064	0.087292773	0.24945
7.500277778	0.04639376	0.429314177	0.087800881	0.40554
7.666666667	0.042426407	0.515657105	0.093120006	0.47324
8.000555556	0.040237391	0.443110972	0.082461874	0.40289
8.166944444	0.046802523	0.580413793	0.089396381	0.37638
8.333333333	0.04309458	0.581058265	0.082251788	0.33401
9.832777778	0.035723808	0.476720284	0.081135818	0.40817
10.00055556	0.033237959	0.347240137	0.077181496	0.28289
10.16666667	0.029277002	0.299849223	0.086822064	0.18429
10.33305556	0.033665016	0.308661404	0.086727748	0.24119
10.49944444	0.031320159	0.251792115	0.08717924	0.23747
10.66722222	0.033380918	0.277180277	0.092347188	0.19531
10.83333333	0.026726124	0.260340148	0.090412311	0.14598
10.99972222	0.03007926	0.253786398	0.105620019	0.13036
11.16611111	0.039880775	0.27405703	0.082806005	0.15679
11.33361111	0.020470653	0.226862286	0.102332046	0.14437
11.5	0.023904572	0.206553491	0.136655478	0.10656
11.66638889	0.017457431	0.200974761	0.109301274	0.08521
11.83416667	0.032513733	0.17122921	0.133906578	0.09512
12.00027778	0.037922226	0.151646804	0.132609321	0.07565
12.16666667	0.022253946	0.156498105	0.145669765	0.07118
12.33305556	0.015118579	0.182695393	0.179154314	0.06854
12.50055556	0.026903708	0.174952569	0.183232059	0.0675
12.66694444	0.018516402	0.186564372	0.172887815	0.06121
12.83333333	0.026547352	0.192141269	0.145541366	0.05199
12.99944444	0.024299716	0.263525082	0.114722993	0.05352
13.16722222	0.029113898	0.349732275	0.093561566	0.19688
13.33361111	0.049665548	0.34378661	0.088041256	0.19483
13.5	0.0391578	0.305107779	0.093608663	0.14698
13.66611111	0.044293394	0.422907218	0.087929702	0.22936
13.83388889	0.05732115	0.622586899	0.088902208	0.37057
14.00027778	0.053004941	0.691457736	0.094445033	0.43965
16.16638889	0.029439203	0.411472239	0.07677384	0.36757
16.50027778	0.041975049	0.31456328	0.092654337	0.45392
16.66666667	0.02544836	0.272905971	0.094073151	0.27245
16.83305556	0.020930725	0.321464287	0.091372509	0.28514
17.00055556	0.028284271	0.236306729	0.099882105	0.13364
17.16694444	0.018771813	0.14604365	0.147977381	0.1821
17.33333333	0.02370453	0.189866171	0.13071082	0.12641
17.49944444	0.025071327	0.194579505	0.131565964	0.1052
17.66722222	0.027774603	0.198666508	0.156357189	0.08909
17.83361111	0.029760952	0.17708933	0.164362037	0.07996
18	0.023299295	0.18511782	0.197887509	0.06675
18.16611111	0.017994708	0.209622873	0.204428351	0.0647
18.33388889	0.025260547	0.233507877	0.163943997	0.0583
18.50027778	0.027255406	0.264435012	0.143936298	0.0496
18.66638889	0.025071327	0.294968458	0.129658911	0.04936
18.83277778	0.028115408	0.333773724	0.092077101	0.11864
19.00055556	0.029277002	0.275357249	0.116014063	0.15114
19.16666667	0.039641248	0.325532602	0.115149816	0.18387
19.33305556	0.05042675	0.325616919	0.094280231	0.1409
19.49944444	0.047005572	0.338450755	0.086808594	0.1528
